wind,solar,fossil_gas,fossil_oil,biomass,hydro_water_reservoir,total_renewable_mw,total_fossil_mw,total_flexible_mw,total_mustrun_mw,net_storage_mw,cross_border_flow_mw,total_load_mw,residual_load_mw,renewable_share_pct,supply_demand_ratio,residual_load_ratio,pumped_storage_consumption_mw,pumped_storage_generation_mw,temperature_2m_c,temperature_80m_c,wind_speed_10m_ms,wind_speed_100m_ms,wind_direction_10m_deg,solar_irradiance_wm2,cloud_cover_pct,precipitation_mm,relative_humidity_pct,pressure_hpa,hdd,cdd,wind_power_proxy,solar_generation_proxy,temp_gradient_80m_2m,hour,day_of_week,month,is_weekend,day_of_month,week_of_year,quarter,year,is_night,is_peak_hour,season,is_holiday,price_lag_1h,price_lag_2h,price_lag_3h,price_lag_6h,price_lag_12h,price_lag_24h,price_lag_48h,price_lag_168h,load_lag_1h,load_lag_24h,load_lag_168h,renewable_lag_1h,renewable_lag_24h,residual_load_lag_1h,residual_load_lag_24h,residual_load_lag_168h,price_rolling_mean_6h,price_rolling_std_6h,price_rolling_min_6h,price_rolling_max_6h,price_rolling_mean_12h,price_rolling_std_12h,price_rolling_min_12h,price_rolling_max_12h,price_rolling_mean_24h,price_rolling_std_24h,price_rolling_min_24h,price_rolling_max_24h,price_rolling_mean_168h,price_rolling_std_168h,price_rolling_min_168h,price_rolling_max_168h,load_rolling_mean_24h,load_rolling_mean_168h,renewable_share_rolling_mean_24h,renewable_share_rolling_mean_168h,price_diff_1h,price_diff_24h,price_pct_change_1h,price_pct_change_24h,load_diff_1h,load_diff_24h,renewable_diff_1h,renewable_diff_24h,renewable_load_interaction,temp_hour_interaction,hdd_load_interaction,cdd_load_interaction,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,price_eur_mwh
24330.475,0.0,13289.325,479.35,4099.825,31.275,29592.8,28847.875,9732.55,14598.65,-3588.05,-3217.425,56674.075,32343.575,50.35,0.9744061475414203,0.5706943606830691,3667.0,78.95,-4.2,-3.7,12.8,24.5,214.0,0.0,100.0,0.0,81.0,984.1,22.2,0.0,14706.125,0.0,0.5,0,3,1,0,8,2,1,2026,1,0,1,0,84.08,88.7625,93.96000000000001,116.7325,93.155,88.61,104.6,42.394999999999996,58820.125,53608.1,45598.25,31370.325,27881.525,32722.825,31060.675,6986.575,92.84458333333335,9.734141643806055,83.08250000000001,108.72749999999999,102.21145833333333,14.41085139819429,83.08250000000001,125.1875,98.75354166666666,12.989759091648365,80.7825,125.1875,87.36502976190475,45.71545262388739,-0.01,223.425,67867.25104166666,57593.35535714285,54.09375,57.50119047619048,-0.9974999999999881,-5.527499999999989,-0.011863701236917046,-0.06238009254034527,-2146.050000000003,3065.9749999999985,-1777.5250000000015,1711.2749999999978,28535.3967625,-0.0,1258164.4649999999,0.0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,83.08250000000001
22542.975,0.0,13681.725,398.375,4076.3,13.350000000000001,27774.675,28634.825,9522.85,14558.275,-4172.225,-1952.925,55485.0,32942.05,48.975,0.9814808475644468,0.593710912848631,4268.85,96.625,-4.0,-3.5,12.9,24.8,222.0,0.0,100.0,0.0,83.0,983.7,22.0,0.0,15252.992000000002,0.0,0.5,1,3,1,0,8,2,1,2026,1,0,1,0,83.08250000000001,84.08,88.7625,108.72749999999999,95.22749999999999,85.045,101.545,19.57,56674.075,52888.75,44673.9,29592.8,28502.6,32343.575,29713.125,4451.6,88.81041666666668,6.214669624499815,83.08250000000001,98.45500000000001,101.319375,15.192620334953757,83.08250000000001,125.1875,98.73177083333333,13.01414849807644,80.7825,125.1875,87.75165178571429,45.41231845630788,-0.01,223.425,67975.42812499999,57657.707142857136,54.08541666666667,57.33541666666667,1.4399999999999977,-0.5224999999999937,0.0173321698311919,-0.0061438062202362476,-1189.074999999997,2596.25,-1818.125,-727.9249999999993,27173.77875,-4.0,1220670.0,0.0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,84.52250000000001
21172.875,0.0,13678.475,398.4,4069.225,15.8,26388.7,28755.775,9582.25,14657.35,-4112.025,-906.075,55273.725,34100.85,47.6,0.9812756288995998,0.616945031285354,4139.25,27.225,-3.5,-3.0,14.5,26.9,225.0,0.0,100.0,0.0,83.0,983.9,21.5,0.0,19465.109,0.0,0.5,2,3,1,0,8,2,1,2026,1,0,1,0,84.52250000000001,83.08250000000001,84.08,98.45500000000001,101.8375,81.64750000000001,100.0875,6.285,55485.0,53266.1,43796.4,27774.675,29434.225,32942.05,29146.1,1927.825,86.14666666666666,4.420144982540907,82.4725,93.96000000000001,99.705625,16.132008875813426,82.4725,125.1875,98.76614583333334,12.968068852812651,80.7825,125.1875,88.2051488095238,44.97218307050951,-0.01,223.425,68059.07916666668,57726.02455357143,53.965624999999996,57.151190476190486,-2.0500000000000114,0.8249999999999886,-0.02425389689136037,0.010104412260020013,-211.27500000000146,2007.625,-1385.9749999999985,-3045.524999999998,26310.2931,-7.0,1188385.0875,0.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,82.4725
19718.15,5.425000000000001,13395.225,398.35,4112.95,11.025,24990.85,29283.125,10148.375,15126.7,-3257.875,-241.875,55996.625,36273.025,45.825,0.9649866637554554,0.6477716290821497,3258.625,0.75,-3.2,-2.7,15.5,28.2,220.0,0.0,100.0,0.0,85.0,983.7,21.2,0.0,22425.768,0.0,0.5,3,3,1,0,8,2,1,2026,1,0,1,0,82.4725,84.52250000000001,83.08250000000001,93.96000000000001,106.38499999999999,80.7825,102.4525,3.0925,55273.725,54782.3,43359.55,26388.7,31010.175,34100.85,29093.8,1050.3,84.6975,2.2278717422722916,82.4725,88.7625,97.94562499999999,16.485269496411735,82.4725,125.1875,98.95291666666667,12.727855186359205,82.4725,125.1875,88.69427083333332,44.48516740486074,-0.01,223.425,68109.67604166667,57801.245238095245,53.72604166666667,56.95520833333334,2.792500000000004,4.482500000000002,0.03385977143896457,0.05548850307925601,722.9000000000015,1214.324999999997,-1397.8500000000022,-6019.325000000001,25660.453406250002,-9.600000000000001,1187128.45,0.0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,85.265
18506.775,10.9,13716.15,398.45,4167.125,23.525000000000002,23861.75,30671.525,12172.05,15687.025,-1567.625,799.325,59133.2,40615.55,43.625,0.9358237231324567,0.6868485047200753,1580.675,13.05,-3.0,-2.5,15.3,27.9,218.0,0.0,100.0,0.0,86.0,983.5,21.0,0.0,21717.639,0.0,0.5,4,3,1,0,8,2,1,2026,1,0,1,0,85.265,82.4725,84.52250000000001,88.7625,125.1875,84.8825,107.0,0.83,55996.625,58167.675,43074.65,24990.85,31856.75,36273.025,31720.3,1088.6,84.55166666666668,1.915271956324242,82.4725,87.8875,94.83729166666666,14.24624513760866,82.4725,124.1,99.078125,12.597534982522292,82.4725,125.1875,89.21247023809524,43.95947627123216,-0.01,223.425,68149.90625,57896.83184523809,53.421875,56.74598214285714,2.6225000000000023,3.0050000000000097,0.030757051545182712,0.03540187906812364,3136.574999999997,965.5249999999942,-1129.0999999999985,-7995.0,25796.858500000002,-12.0,1241797.2,0.0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,87.8875
17452.525,11.225,15392.95,398.9,4307.6,114.80000000000001,22983.325,34396.075,15323.325,16665.6,-184.425,2249.875,65569.8,48106.05,40.125,0.9097283439611644,0.7336616857038811,524.475,340.04999999999995,-2.5,-2.0,16.0,28.9,224.0,0.0,100.0,0.1,88.0,983.6,20.5,0.0,24137.569,0.0,0.5,5,3,1,0,8,2,1,2026,1,0,1,0,87.8875,85.265,82.4725,84.08,124.1,92.77000000000001,121.2875,0.052500000000000005,59133.2,65399.3,42545.65,23861.75,34198.575,40615.55,36775.1,-916.15,86.85166666666667,5.7275358284938935,82.4725,97.88,92.65229166666667,10.988306928603796,82.4725,116.7325,99.29104166666667,12.529281311077058,82.4725,125.1875,89.79477678571428,43.415924512323315,-0.01,223.425,68157.01041666667,58033.88035714286,52.949999999999996,56.51547619047619,9.992499999999993,5.109999999999985,0.11369648698620383,0.055082462002802535,6436.600000000006,170.5,-878.4249999999993,-11215.249999999996,26309.882250000002,-12.5,1344180.9000000001,0.0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,97.88
16533.15,14.425,16790.975,398.6,4525.05,358.2,22360.65,37454.175,17992.6,17521.425,843.425,5245.700000000001,71047.325,54499.725,37.775,0.9157454187343684,0.7670904569487017,173.75,1017.175,-2.6,-2.1,15.8,28.3,232.0,0.0,100.0,0.1,87.0,983.8,20.6,0.0,22665.187,0.0,0.5,6,3,1,0,8,2,1,2026,0,0,1,0,97.88,87.8875,85.265,83.08250000000001,116.7325,99.2,138.4975,0.024999999999999998,65569.8,70819.225,43155.7,22983.325,35001.25,48106.05,41714.6,-672.825,94.12333333333333,16.860841813701914,82.4725,126.7125,93.48395833333335,13.142965991978109,82.4725,126.7125,100.43739583333333,13.722395996722106,82.4725,126.7125,90.54886904761905,42.945040013222005,-0.01,223.425,68166.51458333334,58199.90193452381,52.39166666666667,56.26875,28.83250000000001,27.512500000000003,0.29456988148753593,0.27734375,5477.524999999994,228.09999999999127,-622.6749999999993,-12640.599999999999,26838.127018749998,-15.600000000000001,1463574.895,0.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,126.7125
16068.625,128.7,17543.9,401.025,4700.25,541.175,22236.925,38602.175,20085.1,17941.949999999997,2000.0249999999999,6360.95,74343.575,58146.25,37.125,0.9039246516471677,0.7821287851602223,239.65,2239.675,-2.0,-1.5,16.5,29.6,230.0,0.0,100.0,0.0,88.0,983.9,20.0,0.0,25934.336000000003,0.0,0.5,7,3,1,0,8,2,1,2026,0,0,1,0,126.7125,97.88,87.8875,84.52250000000001,108.72749999999999,109.35,164.185,0.0575,71047.325,73905.025,44050.525,22360.65,36416.575,54499.725,43601.175,-1323.825,108.17124999999999,33.83281937520147,82.4725,168.81,98.49083333333334,25.299900339664877,82.4725,168.81,102.91489583333333,19.5371016396448,82.4725,168.81,91.5533482142857,42.789050692833655,-0.01,223.425,68184.78749999999,58380.21770833333,51.83645833333333,56.01369047619047,42.0975,59.46000000000001,0.332228469961527,0.5437585733882031,3296.25,438.5500000000029,-123.72500000000218,-14179.649999999998,27600.05221875,-14.0,1486871.5,0.0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,168.81
14943.5,828.25,17525.125,399.42499999999995,4726.025,671.475,21842.275,38904.375,21444.5,18009.55,3247.9,5449.05,75266.45,59494.7,36.675,0.8794895012460455,0.7904544454960949,179.4,3427.3,-1.6,-1.1,15.8,28.4,227.0,4.0,100.0,0.0,88.0,984.2,19.6,0.0,22906.304,1.0,0.5,8,3,1,0,8,2,1,2026,0,1,1,0,168.81,126.7125,97.88,82.4725,98.45500000000001,112.1275,168.82,0.0,74343.575,75053.475,46027.925,22236.925,38253.325,58146.25,42891.425,-2540.0,126.54583333333333,45.13449198414299,85.265,192.72,106.34625,37.14783517949239,82.4725,192.72,106.27291666666666,26.774838282167742,82.4725,192.72,92.70049107142856,42.903064110262804,-0.01,223.425,68193.66145833333,58554.25654761904,51.20416666666667,55.75238095238095,23.909999999999997,80.5925,0.1416385285231918,0.7187576642661258,922.875,212.97499999999127,-394.6499999999978,-16411.049999999996,27603.970537499994,-12.8,1475222.4200000002,0.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,192.72
13326.849999999999,1802.725,17507.4,495.79999999999995,4648.35,583.575,21075.550000000003,39279.55,21937.125,17887.300000000003,3846.15,5479.625,75361.2,60231.6,35.575,0.8735957557468561,0.7992388656125535,11.55,3857.7,-1.1,-0.6000000000000001,16.1,28.6,230.0,43.0,100.0,0.0,88.0,984.5,19.1,0.0,23393.656000000003,10.75,0.5,9,3,1,0,8,2,1,2026,0,1,1,0,192.72,168.81,126.7125,85.265,93.96000000000001,108.3125,154.8425,-0.0025,75266.45,75249.65,48127.3,21842.275,41820.9,59494.7,39264.175,-3807.0,146.99041666666668,50.194438372609184,87.8875,207.9325,115.84395833333333,46.96560412658804,82.4725,207.9325,110.42375,33.883124029843266,82.4725,207.9325,93.9381994047619,43.2109145964754,-0.01,223.425,68198.309375,58716.36309523809,50.403124999999996,55.479613095238086,15.212500000000006,99.62,0.07893576172685757,0.9197461050201963,94.75,111.55000000000291,-766.7249999999985,-20745.35,26809.7469,-9.9,1439398.9200000002,0.0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,207.9325
